,date_crawled,car_name,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,model,odometer_km,registration_month,fuel_type,brand,unrepaired_damage,ad_created,postal_code,last_seen
4993,3/12/2016 21:45,Seat_Ibiza_MK2_Selten_Cupra_2.0_16V_170PS_Motor_ABF_GTI,3700,test,kleinwagen,1997,manuell,170,ibiza,150000,5,benzin,seat,nein,3/12/2016 0:00,27474,4/5/2016 16:44
4996,3/25/2016 16:47,Honda_Civic_1.4i_TÜV_NEU,999,control,limousine,1997,manuell,75,civic,100000,6,benzin,honda,nein,3/25/2016 0:00,13597,3/30/2016 7:16
4997,3/9/2016 14:58,Opel_Zafira_2.0_DTI,1200,test,bus,2001,manuell,101,zafira,150000,4,diesel,opel,nein,3/9/2016 0:00,23556,3/30/2016 8:47
4999,3/20/2016 20:56,VW_Polo_6N_zu_verkaufen_VB!!!,550,test,kleinwagen,1996,manuell,75,polo,150000,7,benzin,volkswagen,nein,3/20/2016 0:00,32609,3/23/2016 8:16
5000,3/22/2016 22:38,BMW_X5_Sportpaket+_M_Paket,6600,control,limousine,2003,automatik,184,x_reihe,150000,12,diesel,bmw,Unknown,3/22/2016 0:00,45329,3/30/2016 6:17
5001,3/10/2016 18:54,Volkswagen_Golf_2.0_GTI_DSG_Edition_35,39800,test,limousine,2013,automatik,235,golf,30000,5,benzin,volkswagen,nein,3/10/2016 0:00,89165,4/6/2016 0:45
5002,3/14/2016 21:53,Mercedes_Benz_C_200_T_Kompressor,10900,test,kombi,2008,manuell,184,c_klasse,150000,9,lpg,mercedes_benz,nein,3/14/2016 0:00,86529,4/6/2016 16:18
5003,3/11/2016 11:53,Ford_Galaxie,799,control,bus,1998,manuell,115,Unknown,125000,6,benzin,ford,ja,3/11/2016 0:00,17033,3/12/2016 1:44
5004,3/16/2016 11:52,Opel_Astra_1.6_Elegance,3600,test,limousine,2005,manuell,105,astra,150000,4,benzin,opel,nein,3/16/2016 0:00,80686,3/17/2016 9:18
5005,3/19/2016 20:54,Renault_Clio_1.6_16V_Dynamique,1450,control,kleinwagen,2001,manuell,107,clio,150000,12,benzin,renault,nein,3/19/2016 0:00,51647,4/7/2016 10:17
5007,3/21/2016 17:44,Fiat_Seicento_1.1_Sporting,1050,control,kleinwagen,2001,manuell,54,seicento,100000,5,benzin,fiat,nein,3/21/2016 0:00,74182,4/6/2016 17:46
5008,3/28/2016 16:48,Corsa_b__automatisch_servo_Schiebedach_mit_tuev,850,test,kleinwagen,1995,automatik,60,corsa,125000,4,benzin,opel,Unknown,3/28/2016 0:00,47803,3/30/2016 8:16
5010,3/7/2016 14:48,Smart_smart_cdi_Klima_Panorama_Dach_Automatik_ALU,2222,control,kleinwagen,2000,automatik,41,fortwo,150000,10,diesel,smart,nein,3/7/2016 0:00,48268,3/23/2016 8:17
5011,4/4/2016 13:55,BMW_320d_DPF_Touring_Edition_Exclusive_HiFi_Navi_Pro,13200,control,kombi,2011,manuell,184,3er,150000,12,diesel,bmw,nein,4/4/2016 0:00,92331,4/6/2016 15:16
5012,3/10/2016 18:56,Renault_Clio_1.2_Campus,2690,test,kleinwagen,2006,manuell,58,clio,150000,2,benzin,renault,nein,3/10/2016 0:00,6502,3/23/2016 19:45
5014,3/26/2016 22:55,Audi_A7_3.0_TDI_quatt._S_tro.H_UP/BOSE/ACC/abs._VOLL,34850,test,coupe,2012,automatik,245,andere,125000,1,diesel,audi,nein,3/26/2016 0:00,63654,4/1/2016 4:45
5015,4/5/2016 11:49,Mercedes_Benz_C_180_T_7G_TRONIC_Edition__Avangarde,21750,test,kombi,2014,automatik,156,c_klasse,40000,1,benzin,mercedes_benz,nein,4/5/2016 0:00,48249,4/5/2016 11:49
5016,3/10/2016 17:58,Volkswagen_Transporter_T4,1499,control,bus,1997,manuell,116,transporter,150000,8,benzin,volkswagen,nein,3/10/2016 0:00,24939,3/11/2016 6:15
5017,3/15/2016 9:25,Super_schoenes_Auto_BMW_325i_mit_Gas_Anlage_voll_Ausstattung,4999,control,cabrio,2001,automatik,191,3er,150000,5,lpg,bmw,Unknown,3/15/2016 0:00,56218,3/17/2016 18:15
5019,3/12/2016 17:55,Volkswagen_Passat_Variant_2.0_TDI_Highline_XENON_grau_met.,6950,test,kombi,2006,manuell,140,passat,150000,3,diesel,volkswagen,nein,3/12/2016 0:00,23617,3/12/2016 17:55
5020,3/31/2016 16:49,CHRYSLER_VOYAGER_CRD_7_Sitzer_Elektrische_Schiebetueren.TOP_Zust.,2990,control,bus,2002,manuell,143,voyager,150000,9,diesel,chrysler,nein,3/31/2016 0:00,86167,3/31/2016 16:49
5021,3/19/2016 18:58,Bmw_e36_316i_Compact_zu_verkaufen!,699,test,Unknown,2016,manuell,102,3er,150000,5,Unknown,bmw,Unknown,3/19/2016 0:00,89415,4/7/2016 7:15
5022,4/3/2016 18:38,VW_LUPO_1.0,1000,control,kleinwagen,1999,manuell,50,lupo,150000,7,benzin,volkswagen,nein,4/3/2016 0:00,73098,4/6/2016 21:15
5024,3/9/2016 17:53,Fiat_Grande_Punto_1.3_16V_Multijet,6199,test,kleinwagen,2012,manuell,75,punto,80000,12,benzin,fiat,nein,3/9/2016 0:00,72574,3/15/2016 4:44
5025,3/12/2016 8:56,Volkswagen_T4_Multivan,7500,control,bus,2001,Unknown,151,transporter,150000,9,diesel,volkswagen,nein,3/12/2016 0:00,33609,3/12/2016 9:46
5026,3/7/2016 17:55,Renault_Clio_GT_1_6_schwarz_Sport_Auto_Fahrzeug_TÜV_NEU_Alufelgen,6400,test,kleinwagen,2009,manuell,128,clio,100000,5,benzin,renault,nein,3/7/2016 0:00,79777,3/20/2016 15:45
5028,3/7/2016 23:51,Opel_Astra_Silber_Bj:_1999__TÜV_03/2018___75_PS_Benzin,1999,test,limousine,1999,manuell,75,astra,150000,5,benzin,opel,nein,3/7/2016 0:00,25795,3/12/2016 7:46
5029,3/16/2016 20:41,Mercedes_Benz_300_E,1200,control,limousine,1986,manuell,188,andere,150000,8,benzin,mercedes_benz,nein,3/16/2016 0:00,47199,3/16/2016 20:41
5031,3/31/2016 13:50,Opel_Corsa_B_City__45_PS__130250_km__WR__Radio/CD/USB__TÜV_NEU,850,control,kleinwagen,1995,manuell,45,corsa,150000,7,benzin,opel,nein,3/31/2016 0:00,84453,4/6/2016 6:44
5032,4/7/2016 11:36,MINI_Mini_Cooper_S_Cabrio_8_fach_bereift,9900,control,cabrio,2006,manuell,170,cooper,125000,5,benzin,mini,nein,4/7/2016 0:00,97453,4/7/2016 11:36
5033,3/24/2016 13:52,Audi_A3_2.0_TDI_Common_Rail_Full_Xenon_parkassist,8900,control,limousine,2008,manuell,140,a3,150000,5,diesel,audi,nein,3/24/2016 0:00,77933,4/7/2016 5:17
5034,4/3/2016 1:57,Mercedes_Benz_E_320_CDI_Avantgarde_Partikelfilter_Sport_Voll,6900,control,limousine,2003,automatik,204,e_klasse,150000,8,diesel,mercedes_benz,nein,4/3/2016 0:00,21149,4/7/2016 9:44
5035,3/15/2016 7:57,Opel_Astra_Caravan,500,test,kombi,1998,manuell,75,astra,150000,2,benzin,opel,Unknown,3/15/2016 0:00,51645,4/5/2016 16:15
5036,3/8/2016 19:49,Opel_Vectra_1.8_Edition_2000,2100,test,limousine,2000,manuell,116,vectra,150000,9,benzin,opel,nein,3/8/2016 0:00,38228,4/5/2016 15:18
5037,4/4/2016 19:25,BMW_530d_Aut.__Lederkomfortsitze_Standheizung_,11990,control,limousine,2006,automatik,231,5er,150000,6,diesel,bmw,nein,4/4/2016 0:00,65187,4/5/2016 12:24
5038,3/19/2016 16:40,Seat_Ibiza_1.4,999,test,kleinwagen,2000,manuell,60,ibiza,150000,3,benzin,seat,nein,3/19/2016 0:00,18069,3/24/2016 11:44
5039,3/24/2016 12:47,Clio_3_/_gepflegt_/_Tuev_und_Wartung_neu_/_Alufelgen,1700,test,kleinwagen,2003,manuell,56,clio,150000,6,benzin,renault,nein,3/24/2016 0:00,4416,3/27/2016 13:39
5041,3/13/2016 17:47,Mercedes_Benz_A_170_Avantgarde,5100,control,limousine,2006,manuell,116,a_klasse,125000,1,benzin,mercedes_benz,nein,3/13/2016 0:00,66663,3/19/2016 13:15
5042,3/11/2016 15:57,Mercedes_Benz_Viano_2.2_CDI_Fun_Westfalia,7500,test,bus,2004,manuell,150,viano,150000,7,diesel,mercedes_benz,nein,3/11/2016 0:00,90449,3/12/2016 20:17
5044,3/14/2016 18:56,Toyota_Yaris_1.0,1600,test,kleinwagen,2000,manuell,68,yaris,150000,7,benzin,toyota,nein,3/14/2016 0:00,21706,3/15/2016 14:17
5045,3/19/2016 11:51,Volkswagen_Polo_1.2,2950,test,kleinwagen,2003,manuell,64,polo,125000,9,benzin,volkswagen,nein,3/19/2016 0:00,88451,4/6/2016 14:46
5046,4/4/2016 13:52,Nissan_Primera_1.8,3350,control,limousine,2004,manuell,116,primera,125000,3,benzin,nissan,nein,4/4/2016 0:00,44892,4/6/2016 15:16
5047,4/3/2016 18:56,Opel_Astra_GTC_1.6_Edition_Plus,4950,control,coupe,2006,manuell,105,astra,125000,3,benzin,opel,nein,4/3/2016 0:00,45966,4/5/2016 19:19
5048,3/17/2016 16:37,Ford_Explorer_Limited,2990,test,suv,2000,automatik,204,andere,150000,9,lpg,ford,ja,3/17/2016 0:00,31029,4/7/2016 1:16
5049,3/10/2016 13:57,VW__T_4_BUS__MULTIVAN__2_0__BENZIN__KUNDENDIENST_GEPFLEGT_1._HAND,4500,test,bus,1994,manuell,84,transporter,150000,10,benzin,volkswagen,nein,3/10/2016 0:00,72469,4/2/2016 9:49
5053,3/10/2016 11:55,Ford_Crown_Victoria_P71_Police_LAPD,8000,test,limousine,2005,automatik,250,andere,150000,7,benzin,ford,nein,3/10/2016 0:00,1257,3/11/2016 12:17
5054,3/10/2016 15:38,Volkswagen_New_Beetle_2.0,1200,test,limousine,1999,manuell,116,beetle,150000,2,benzin,volkswagen,nein,3/10/2016 0:00,40668,3/24/2016 19:46
5055,3/10/2016 21:58,Audi_A6_4b_Avant_2_5L_Diesel_Fahrbereit!!!6_Gang_Manuel_Getriebe,1250,control,kombi,1998,manuell,150,a6,150000,5,diesel,audi,nein,3/10/2016 0:00,77933,3/11/2016 10:45
5056,3/17/2016 13:58,Nissan_Primera_1.9_dci,1199,control,kombi,2003,manuell,120,primera,150000,3,diesel,nissan,nein,3/17/2016 0:00,83646,4/6/2016 19:47
5057,3/30/2016 12:55,Opel_Insignia_Sports_Tourer_2_0_CDTI,14500,control,kombi,2011,automatik,160,insignia,90000,11,diesel,opel,nein,3/30/2016 0:00,27607,4/7/2016 4:15
5058,3/8/2016 18:50,Suzuki_Samurai_Van_Offroadbasis_/_zum_Schlachten,600,test,suv,1989,manuell,64,andere,150000,8,benzin,suzuki,ja,3/8/2016 0:00,31061,4/7/2016 13:17
5059,3/17/2016 11:45,Mazda_323_P_1.4_Comfort,1800,control,limousine,2000,manuell,73,3_reihe,100000,8,benzin,mazda,nein,3/17/2016 0:00,54675,4/6/2016 11:16
5060,3/15/2016 17:54,Volkswagen_Touran_1.6_FSI,3299,control,bus,2003,manuell,116,touran,150000,9,benzin,volkswagen,nein,3/15/2016 0:00,41470,3/17/2016 13:44
5061,3/14/2016 15:58,VW_Touareg_3.0_V6,9300,control,suv,2006,automatik,225,touareg,150000,3,diesel,volkswagen,nein,3/14/2016 0:00,1723,3/27/2016 21:45
5062,3/20/2016 7:36,Schoenes_Saab_900_Turbo_Cabrio,9999,control,cabrio,1987,manuell,160,900,150000,8,benzin,saab,Unknown,3/20/2016 0:00,86157,4/6/2016 3:46
5064,4/1/2016 12:37,Ford_Focus_super_Zustand,1400,test,limousine,2000,manuell,101,focus,150000,8,benzin,ford,nein,4/1/2016 0:00,33332,4/1/2016 12:37
5065,3/14/2016 11:50,Golf_3_Cabrio,1000,test,cabrio,1994,manuell,75,golf,150000,3,Unknown,volkswagen,ja,3/14/2016 0:00,26826,4/7/2016 14:56
5067,3/24/2016 10:36,BMW_123d_Coupé,12500,test,coupe,2008,manuell,204,1er,150000,9,diesel,bmw,Unknown,3/24/2016 0:00,81673,4/7/2016 1:46
5068,3/31/2016 15:57,Auto_Ford_Mondeo_TDci_155PS_Kombi_silber_Diesel_AHK_Winterreifen,2350,control,kombi,2006,manuell,155,mondeo,150000,5,diesel,ford,nein,3/31/2016 0:00,66663,4/6/2016 9:46
5069,3/25/2016 18:38,BMW_318i_1Hand_19Zoll_m3_Felgen_81000km!tempomat.PDC,6299,test,limousine,2002,manuell,143,3er,90000,10,benzin,bmw,nein,3/25/2016 0:00,63454,4/7/2016 0:16
5071,3/11/2016 8:51,Ford_Focus_1.6_Turnier_Futura,3000,control,kombi,2004,manuell,101,focus,125000,9,benzin,ford,nein,3/11/2016 0:00,35080,4/5/2016 14:45
5072,3/29/2016 18:36,Audi_A4_B8_2.0tdi,20199,control,kombi,2009,manuell,143,a4,150000,7,diesel,audi,nein,3/29/2016 0:00,1159,4/2/2016 6:18
5073,3/23/2016 17:49,BMW_523i_Tuev_neu_Scheckheft_FACELIFT,9799,control,limousine,2007,manuell,190,5er,150000,5,benzin,bmw,nein,3/23/2016 0:00,44866,4/5/2016 22:16
5074,3/10/2016 19:39,VW_POLO_6R_1.6_TDI,6199,control,kleinwagen,2009,manuell,75,Unknown,150000,10,diesel,volkswagen,Unknown,3/10/2016 0:00,96190,3/29/2016 16:46
5075,3/17/2016 17:51,Smart_smart_limited/1,1500,control,kleinwagen,1999,Unknown,45,fortwo,125000,5,benzin,smart,nein,3/17/2016 0:00,39606,4/7/2016 4:17
5076,3/7/2016 10:53,Mercedes_280_SL_5_Gang_Schalter_Top,10900,test,cabrio,1994,manuell,193,sl,150000,9,benzin,mercedes_benz,Unknown,3/7/2016 0:00,90584,3/30/2016 16:16
5077,3/14/2016 21:50,Passat_3b_zu_verkaufen,700,test,kombi,1997,manuell,101,passat,150000,8,Unknown,volkswagen,nein,3/14/2016 0:00,39343,3/15/2016 17:18
5078,4/1/2016 22:38,Opel_Astra_1.3_CDTI_Caravan_DPF,4350,test,kombi,2007,manuell,90,astra,150000,5,diesel,opel,nein,4/1/2016 0:00,42653,4/5/2016 21:44
5079,3/29/2016 22:46,BMW_535,34999,test,kombi,2011,automatik,299,5er,90000,11,diesel,bmw,nein,3/29/2016 0:00,7743,4/6/2016 9:45
5080,3/20/2016 15:50,Opel_Corsa_1.3_CDTI_ecoFlex__8_Reifen__Tempomat_2.Hd,4300,control,kleinwagen,2008,manuell,75,corsa,125000,3,diesel,opel,nein,3/20/2016 0:00,91088,3/20/2016 15:50
5081,3/11/2016 12:55,Volkswagen_Golf_Variant_1.6_TDI_BMT_Comofortline_Life_Navi,15400,test,kombi,2013,manuell,105,golf,50000,10,diesel,volkswagen,nein,3/11/2016 0:00,42277,3/24/2016 16:17
5083,3/11/2016 11:50,Ford__Ford_C_Max_Ghia_/_vollaustattung_/_ahk_/_Leder,4350,control,bus,2005,manuell,150,c_max,150000,9,benzin,ford,nein,3/11/2016 0:00,77716,3/15/2016 21:15
5084,3/5/2016 17:50,Volkswagen_Golf_2.0_GTD_Bremsen+Scheiben+TÜV_NEU_NAVI,15700,test,limousine,2011,manuell,170,golf,90000,3,diesel,volkswagen,nein,3/5/2016 0:00,32832,3/11/2016 16:17
5085,3/22/2016 17:39,Audi_A3_2_0TDI_wenig_Kilometer,18350,control,kombi,2012,manuell,140,a3,30000,2,diesel,audi,nein,3/22/2016 0:00,87497,4/6/2016 8:17
5086,3/24/2016 14:50,Audi_A4_Avant_2.0_TFSI_Turbo_Quattro_200PS__Tiptronic__S_Line,10500,test,kombi,2005,automatik,200,a4,90000,7,benzin,audi,nein,3/24/2016 0:00,52066,4/7/2016 6:45
5087,3/21/2016 12:38,Ford_Focus_Kombi,1200,control,kombi,2001,manuell,100,focus,150000,3,benzin,ford,nein,3/21/2016 0:00,41068,3/22/2016 16:44
5089,3/31/2016 17:48,Gut_erhaltener_Ford_Focus_Ghia,1900,control,limousine,1999,manuell,115,focus,100000,2,benzin,ford,Unknown,3/31/2016 0:00,32257,3/31/2016 17:48
5090,3/14/2016 22:37,Toyota_MR_2_T_Bar,10950,control,coupe,1988,manuell,116,andere,150000,6,benzin,toyota,nein,3/14/2016 0:00,63934,4/7/2016 0:16
5091,3/26/2016 17:38,Volkswagen_Golf_2.0_TDI_BlueMotion_Technology_Highline,24480,control,limousine,2014,manuell,150,golf,30000,11,diesel,volkswagen,nein,3/26/2016 0:00,94505,4/6/2016 6:16
5092,3/13/2016 20:37,Citroën_Saxo_1.1_Chrono,650,control,kleinwagen,2002,manuell,60,andere,150000,12,benzin,citroen,nein,3/13/2016 0:00,52441,3/14/2016 23:15
5096,4/2/2016 1:57,Audi_A4_2.0,3500,test,limousine,2001,manuell,131,a4,150000,5,benzin,audi,nein,4/2/2016 0:00,70794,4/6/2016 4:16
5097,3/20/2016 19:49,Seat_Leon_1_9_TDI_Sport,1999,test,limousine,2000,manuell,110,leon,150000,7,diesel,seat,nein,3/20/2016 0:00,54533,3/25/2016 21:45
5099,3/8/2016 14:50,KIA_Carnival_2_1_TD_RS__Volleder,1800,test,bus,2001,automatik,126,carnival,150000,7,diesel,kia,nein,3/8/2016 0:00,23795,3/10/2016 9:16
5100,3/15/2016 10:49,Mitsubishi_Cold,3000,control,kleinwagen,2007,manuell,95,colt,5000,7,benzin,mitsubishi,nein,3/15/2016 0:00,39439,3/21/2016 5:46
5101,3/9/2016 15:48,Astra_Cabrio_1.6_16_v_lpg_Motor_neu_klima,3450,control,cabrio,2001,manuell,101,astra,150000,6,Unknown,opel,nein,3/9/2016 0:00,40227,3/23/2016 3:18
5102,3/8/2016 9:52,Renault_Passenger___Navi_,14200,control,kombi,2012,manuell,114,andere,90000,3,diesel,renault,nein,3/8/2016 0:00,10439,3/9/2016 7:45
5105,3/11/2016 17:53,Peugeot_307_HDi_Break_110_Tendance,700,control,kombi,2002,manuell,107,3_reihe,150000,12,diesel,peugeot,nein,3/11/2016 0:00,51379,3/11/2016 17:53
5106,3/25/2016 13:50,Mercedes_Benz_C_250_T_CDI_DPF__BlueEFFICIENCY__Avantgarde,16450,test,kombi,2011,manuell,204,c_klasse,125000,11,diesel,mercedes_benz,nein,3/25/2016 0:00,33100,4/6/2016 16:44
5107,3/14/2016 15:56,Opel_Astra_1.6_/_Klima_/_Euro_3_und_D4,1800,control,limousine,2003,manuell,101,astra,150000,1,benzin,opel,nein,3/14/2016 0:00,66265,3/23/2016 16:48
5110,3/13/2016 16:41,Mercedes_Benz_E_350_CDI_DPF_4Matic_BlueEFFICIENCY_7G_TRONIC.,28500,test,limousine,2010,automatik,265,e_klasse,100000,9,diesel,mercedes_benz,nein,3/13/2016 0:00,70771,4/6/2016 17:45
5111,3/15/2016 15:52,Mercedes_Benz_R_320_CDI_L_4Matic_7G_TRONIC_DPF,10000,control,bus,2007,automatik,224,andere,150000,1,diesel,mercedes_benz,nein,3/15/2016 0:00,46539,4/4/2016 9:17
5115,3/20/2016 18:26,Opel_Meriva_1.7_CDTI_Cosmo,3500,control,bus,2004,manuell,101,meriva,150000,8,diesel,opel,nein,3/20/2016 0:00,56414,4/5/2016 22:44
5116,3/12/2016 20:38,Opel_Astra_1.6_Cosmo,4500,test,limousine,2005,manuell,105,astra,150000,4,benzin,opel,nein,3/12/2016 0:00,53879,3/23/2016 13:19
5117,3/21/2016 15:48,Mercedes_Benz_CLA_250_7G_DCT_AMG_Line,34200,control,coupe,2015,automatik,211,andere,30000,6,benzin,mercedes_benz,nein,3/21/2016 0:00,71336,3/28/2016 11:46
5119,3/22/2016 16:54,Citroën_C5_Kombi_2.0_SX,1450,test,kombi,2002,manuell,136,c5,150000,5,benzin,citroen,nein,3/22/2016 0:00,45279,4/6/2016 7:17
5122,4/4/2016 22:59,Smart_smart_&_passion,1350,test,cabrio,2000,automatik,54,fortwo,150000,8,benzin,smart,nein,4/4/2016 0:00,42551,4/5/2016 0:40
5123,3/21/2016 15:45,Opel_Astra_Cabrio_1.6i_Bertone_Edition,1350,control,cabrio,1995,manuell,71,astra,150000,3,benzin,opel,nein,3/21/2016 0:00,72218,4/6/2016 13:17
5125,3/6/2016 16:37,Porsche_Boxster,55990,test,cabrio,2015,automatik,265,boxster,5000,4,benzin,porsche,nein,3/6/2016 0:00,83209,4/6/2016 21:17
5126,4/2/2016 18:49,Ford_Fiesta_1.6_Sport,2750,control,kleinwagen,2007,manuell,101,fiesta,150000,6,benzin,ford,nein,4/2/2016 0:00,53773,4/6/2016 18:47
5127,3/29/2016 19:00,automatic_a4,1000,control,limousine,1995,automatik,87,a4,150000,5,benzin,audi,nein,3/29/2016 0:00,81539,4/6/2016 4:46
5128,3/6/2016 2:57,Audi_RS4_Avant_Black_Edition__BBS__TÜV_2018__Voll.!!!,21800,control,kombi,2007,manuell,420,andere,150000,1,benzin,audi,nein,3/6/2016 0:00,37120,3/6/2016 8:38
5129,3/20/2016 15:36,SMART__PASION_MIT_BRABUS_SB1_MOTOR_NEU_250_KM_TÜV_382018,2350,control,kleinwagen,1999,automatik,74,fortwo,125000,3,benzin,smart,nein,3/20/2016 0:00,51399,4/6/2016 19:45
5131,3/10/2016 19:38,Volkswagen_Golf_GTD_Vollausstattung_DSG_Finazierung_moeglich,37990,control,limousine,2015,automatik,184,golf,20000,7,diesel,volkswagen,nein,3/10/2016 0:00,35325,4/6/2016 2:16
5133,4/5/2016 10:47,Opel_Corsa_C_1_0l_12V_TÜV_neu,3330,control,kleinwagen,2006,manuell,60,corsa,90000,5,benzin,opel,nein,4/5/2016 0:00,19077,4/7/2016 13:18
5134,4/3/2016 18:41,Opel_Omega_2.0_16v,1200,control,limousine,1996,manuell,136,omega,150000,4,benzin,opel,nein,4/3/2016 0:00,86165,4/5/2016 18:46
5135,3/16/2016 12:45,Mercedes_Benz_CLK_Coupe_320_Avantgarde,10800,test,coupe,2002,automatik,218,clk,30000,7,benzin,mercedes_benz,nein,3/16/2016 0:00,85354,3/25/2016 8:47
5136,3/8/2016 10:48,Volkswagen_Golf_Variant_1.6_TDI_DPF_DSG_Highline,9700,test,kombi,2010,automatik,105,golf,125000,8,diesel,volkswagen,nein,3/8/2016 0:00,59065,3/22/2016 0:18
5137,3/26/2016 19:37,VW_Passat_2.5_TDI_*Voll_Ausstattung*Highline*zuverlaessig,2350,control,limousine,2000,automatik,150,passat,150000,4,diesel,volkswagen,nein,3/26/2016 0:00,59457,3/29/2016 23:45
5138,3/17/2016 14:37,Volkswagen_Golf,1200,control,kombi,1999,manuell,116,golf,150000,3,benzin,volkswagen,nein,3/17/2016 0:00,34439,3/28/2016 15:18
5139,3/26/2016 9:55,Volkswagen_Golf_1.6_FSI_Automatik_Comfortline_Klimaaut.Navi,7450,control,limousine,2006,automatik,116,golf,80000,3,benzin,volkswagen,nein,3/26/2016 0:00,27632,4/5/2016 20:44
5140,3/23/2016 20:39,Citroën_C8_2.0_16V_Confort_8_Sitzer,5999,test,bus,2008,manuell,140,andere,150000,9,benzin,citroen,nein,3/23/2016 0:00,30169,4/6/2016 1:45
5142,3/10/2016 12:46,BMW_323_TI_COMPACT__M_Ausstattung,4399,test,limousine,1999,manuell,170,3er,150000,5,benzin,bmw,nein,3/10/2016 0:00,66459,3/15/2016 2:44
5143,3/20/2016 18:50,Seat_Alhambra_1.9_TDI_Stella,1100,test,bus,1999,manuell,90,alhambra,150000,9,diesel,seat,nein,3/20/2016 0:00,21397,3/20/2016 18:50
5144,3/29/2016 19:39,Chevrolet_Kalos_1.2_SE,2400,control,kleinwagen,2007,manuell,72,andere,100000,12,benzin,chevrolet,nein,3/29/2016 0:00,47169,4/6/2016 5:17
5145,4/1/2016 21:50,Mazda_2_1.4_CD_Active,2650,test,kleinwagen,2007,manuell,68,andere,80000,4,diesel,mazda,nein,4/1/2016 0:00,27576,4/1/2016 21:50
5146,3/27/2016 13:44,Opel_Zafira_1.8_B_Anhaengerkupplung_8_fach_bereift,5600,test,bus,2007,manuell,140,zafira,100000,8,benzin,opel,nein,3/27/2016 0:00,88521,3/29/2016 2:16
5147,3/19/2016 11:58,Fiat_Punto_1.2,650,test,kleinwagen,2001,manuell,60,punto,150000,6,benzin,fiat,ja,3/19/2016 0:00,70794,3/21/2016 16:17
5148,3/26/2016 22:38,Volvo_v50_Diesel,4200,test,kombi,2005,manuell,140,v50,5000,9,diesel,volvo,nein,3/26/2016 0:00,51465,3/30/2016 3:16
5150,3/11/2016 22:53,Mercedes_Benz_CLK_Coupe_200_Kompressor_Avantgarde,6500,control,coupe,2000,manuell,163,clk,90000,10,benzin,mercedes_benz,nein,3/11/2016 0:00,91161,3/18/2016 0:45
5151,4/3/2016 14:54,Ford_Ka_1.2_Start_Stopp_System_Titanium,5999,test,kleinwagen,2011,manuell,69,ka,50000,12,benzin,ford,nein,4/3/2016 0:00,65232,4/6/2016 21:45
5152,4/5/2016 20:25,Volkswagen_Golf_Cabrio_1.4_TSI,17900,control,cabrio,2012,manuell,122,golf,60000,2,benzin,volkswagen,nein,4/5/2016 0:00,56077,4/5/2016 20:25
5153,3/11/2016 15:57,VW_Golf_Highlight__Tausch_oder_Verkauf__Checkheft_Top_Ausstattung,14250,test,limousine,2011,manuell,161,golf,50000,3,benzin,volkswagen,nein,2/19/2016 0:00,81545,4/7/2016 8:15
5155,3/5/2016 18:56,307_75_Presence_TÜV_BIS_JANUAR_2017,2390,test,limousine,2002,manuell,75,3_reihe,90000,4,benzin,peugeot,nein,3/5/2016 0:00,30457,3/12/2016 1:17
5156,4/6/2016 11:36,astra_g_cc_automatik_sport_1.6_motor,550,test,coupe,1999,automatik,75,astra,150000,11,benzin,opel,ja,4/6/2016 0:00,13593,4/6/2016 11:36
5157,3/5/2016 21:52,Volkswagen_Golf_Variant_1.4_TSI_Sportline__Leder__Panorama,7490,test,kombi,2008,manuell,160,golf,90000,11,benzin,volkswagen,nein,3/5/2016 0:00,31275,3/17/2016 22:44
5158,3/28/2016 23:57,Audi_A6_Avant_2.5_TDI,6700,test,kombi,2004,manuell,163,a6,150000,8,diesel,audi,nein,3/28/2016 0:00,67149,3/29/2016 8:45
5159,3/25/2016 23:57,VW_Sharan_7N_7_sitzer,20499,control,bus,2011,automatik,170,sharan,150000,5,diesel,volkswagen,nein,3/25/2016 0:00,97532,4/5/2016 17:21
5162,3/30/2016 23:47,Subaru_Impreza_WRX_STI_2_5_im_guten_Zustand_78000km___TÜV_NEU,19800,control,limousine,2006,manuell,280,impreza,80000,4,benzin,subaru,nein,3/30/2016 0:00,25355,4/5/2016 15:47
5164,3/21/2016 8:53,RENAULT_MEGANE_2.0_iDE_Coach_Tuev_08/2017_141000_km_140_PS_Top_!!!,899,control,coupe,2001,manuell,146,megane,150000,2,benzin,renault,nein,3/21/2016 0:00,54290,3/23/2016 21:16
5165,3/12/2016 21:53,Honda_Jazz_1.2_i_VTEC_Trend,7500,test,kleinwagen,2012,manuell,90,jazz,60000,9,benzin,honda,nein,3/12/2016 0:00,30827,4/5/2016 20:19
5167,3/8/2016 13:50,Peugeot_207_CC_FAP_110__Blue_Lion__Platinum,9300,control,cabrio,2010,manuell,111,2_reihe,150000,4,diesel,peugeot,nein,3/8/2016 0:00,73732,4/5/2016 19:17
5168,3/5/2016 17:49,Toyota_Corolla_1.4,890,test,limousine,1998,manuell,86,corolla,150000,9,benzin,toyota,nein,3/5/2016 0:00,34117,3/30/2016 22:16
5169,3/18/2016 22:49,BMW_330i_Cabrio,19200,test,cabrio,2007,manuell,272,3er,90000,5,benzin,bmw,nein,3/18/2016 0:00,73312,4/6/2016 2:16
5170,4/2/2016 11:57,Smart_smart_&_passion,2500,test,kleinwagen,2001,automatik,54,fortwo,125000,11,benzin,smart,nein,4/2/2016 0:00,10551,4/6/2016 10:17
